|artist|date|genre|style_name|title
10685|Robert Spencer|1909.0|landscape|Impressionism|Roadwide 
10686|Eugene Boudin|1881|cityscape|Impressionism|Fervaques, a Village Street
10687|John Henry Twachtman|1899|landscape|Impressionism|Road over the Hill
10688|Eugene von Guerard|1863.0|landscape|Romanticism|North-east view from the northern top of Mount Kosciusko 
10689|Egon Schiele|1913|sketch and study|Expressionism|Study of hands
10690|Charles M. Russell|1897.0|genre painting|Romanticism|Indian Woman Moving Camp with Travois 
10691|Mikalojus Ciurlionis|1903|symbolic painting|Symbolism|Funeral Symphony (II)
10692|John Singer Sargent|1906|cityscape|Impressionism|The Great Fountain of Bologna
10693|Winslow Homer|1898|landscape|Realism|Palm tree, Nassau
10694|Albert Bierstadt|1878|cityscape|Romanticism|Street in Nassau 
10695|Fyodor Vasilyev|1869.0|cityscape|Realism|Illumination in St. Petersburg
10696|Rudolf Schweitzer-Cumpana|1960.0|landscape|Impressionism|Winter Path Through the Forest
10697|Berthe Morisot|1886|genre painting|Impressionism|Cottage Interior (also known as Interior at Jersey)
10698|Amedeo Modigliani|1915|portrait|Expressionism|Portrait of Henri Laurens
10699|Pyotr Konchalovsky|1919|landscape|Post-Impressionism|Bridge
10700|John Singer Sargent|1908|portrait|Realism|Almina, Daughter of Asher Wertheimer
10701|Mikhail Nesterov|1899|religious painting|Symbolism|Tsarevich Dimitry
10702|Eugene Boudin|1873|landscape|Impressionism|Madame S. with Her Children in Their Garden at Trouville
10703|Camille Pissarro|1883|genre painting|Impressionism|The Market
10704|Amedeo Modigliani|1917|nude painting (nu)|Expressionism|Reclining nude
10705|Karl Bodmer|1832|genre painting|Romanticism|Indians Hunting The Bison [ Right ]
10706|Mikalojus Ciurlionis|1904|landscape|Symbolism|Sunset
10707|Pierre-Auguste Renoir|1916|genre painting|Impressionism|Young Woman in a Garden
10708|Paul Gauguin|1890|portrait|Post-Impressionism|Negreries Martinique
10709|Pierre-Auguste Renoir|1896|nude painting (nu)|Impressionism|Woman After Bathing
10710|Paul Gauguin|1884|still life|Impressionism|Basket of flowers
10711|Diego Velazquez|1620|religious painting|Baroque|Saint Thomas
10712|Kuzma Petrov-Vodkin|1932|sketch and study|Symbolism|Mother, child saving 
10713|Isaac Levitan|1897|landscape|Realism|Stormy day
10714|Mikhail Nesterov|1934|landscape|Symbolism|Autumn landscape
10715|James Tissot|1860|genre painting|Realism|During the Service
10716|Pierre-Auguste Renoir|1867|cityscape|Impressionism|The Champs Elysees during the Paris Fair of 1867
10717|Childe Hassam|1916|cityscape|Impressionism|Just Off the Avenue, Fifty-Third Street, May
10718|Henri Martin|1920|landscape|Post-Impressionism|The Church at Labastide
10719|Marcel Duchamp|1902|genre painting|Expressionism|Play
10720|Paul Serusier|1888|genre painting|Realism|Interior
10721|Peter Paul Rubens|1639|religious painting|Baroque|Martyrdom of St. Thomas
10722|Diego Velazquez|1645|portrait|Baroque|A Dwarf Holding a Tome in His Lap
10723|Egon Schiele|1907|genre painting|Impressionism|Boating
10724|John Singer Sargent|1909|landscape|Realism|Oranges at Corfu
10725|Karl Bodmer|1833|landscape|Romanticism|Snags on the Missouri River
10726|Odilon Redon|1907|portrait|Symbolism|Portrait of Simone Fayet
10727|James Tissot|1880|genre painting|Realism|Foreign Visitors at the Louvre
10728|Edgar Degas|1895|portrait|Impressionism|Seated Woman
10729|Frans Hals|1635|portrait|Baroque|Family portrait
10730|Boris Kustodiev|1926.0|portrait|Art Nouveau (Modern)|Sailor and His Girl
10731|Boris Kustodiev|1921.0|genre painting|Realism|By Window
10732|Zinaida Serebriakova|1917|portrait|Art Nouveau (Modern)|Peasant Woman (with rocker) 
10733|Orest Kiprensky|1829|portrait|Romanticism|Portrait of lieutenant-commander Nikolay Epanchin
10734|Charles M. Russell|1914.0|genre painting|Romanticism|The Slick Ear 
10735|Henri de Toulouse-Lautrec|1899|genre painting|Post-Impressionism|Behind the Scenes
10736|Edgar Degas|1884|genre painting|Impressionism|Woman Trying on a Hat
10737|Pierre-Auguste Renoir|1886|portrait|Impressionism|The Braid (Suzanne Valadon)
10738|Nicholas Roerich|1912|design|Art Nouveau (Modern)|"Study of scene design for ""Fuente Ovehuna"""
10739|Henri de Toulouse-Lautrec|1894|genre painting|Post-Impressionism|The Laundryman Calling at the Brothal
10740|Gustave Moreau|1896|sketch and study|Symbolism|Near the Water
10741|Albert Anker|1887.0|genre painting|Realism|Mädchen, die Haare flechtend
10742|Maurice Prendergast|1896|genre painting|Impressionism|Revere Beach
10743|Theo van Rysselberghe|1906|landscape|Post-Impressionism|Rocks at Antheor
10744|Julian Alden Weir|1891|genre painting|Impressionism|Mother and Child
10745|Kuzma Petrov-Vodkin|1918|still life|Symbolism|Still life 
10746|Gustave Courbet|1868|nude painting (nu)|Realism|The Source (Bather at the Source)
10747|Felix Vallotton |1893|portrait|Impressionism|Portrait of Edouard Vuillard
10748|Diego Velazquez|1632|portrait|Baroque|Queen Isabella of Spain wife of Philip IV 
10749|Nicholas Roerich|1913|design|Art Nouveau (Modern)|Girl
10750|John Singer Sargent|1907|genre painting|Impressionism|The Brook
10751|Berthe Morisot|1883|genre painting|Impressionism|Young Woman Sewing in the Garden
10752|Amedeo Modigliani|1915|portrait|Expressionism|Fat Child
10753|Berthe Morisot|1884|genre painting|Impressionism|On the Lake in the Bois de Boulogne
10754|Amedeo Modigliani|1916|portrait|Expressionism|The Servant
10755|Gustave Caillebotte|1880|landscape|Impressionism|Villas at Villers sur Mer
10756|Orest Kiprensky|1809|portrait|Romanticism|Portrait of Vasily Alekseevich Perovsky
10757|Marcel Duchamp|1901|portrait|Expressionism|Yvonne (in kimono)
10758|Robert Spencer|1912.0|cityscape|Impressionism|The Silk Mill 
10759|Rembrandt|1632|sketch and study|Baroque|Polander leaning on a stick
10760|Edouard Manet|1863|sketch and study|Realism|Woman writing
10761|Sir Lawrence Alma-Tadema|1863|genre painting|Romanticism|Pastimes in Ancient Egyupe 3 000 Years Ago
10762|Odilon Redon|1903|portrait|Symbolism|Portrait of Jeanne Chaine
10763|Thomas Cole|1827|landscape|Romanticism|View in the White Mountains
10764|George Stefanescu-Ramnic |2000|portrait|Expressionism|Verona
10765|Pierre-Auguste Renoir|1887|nude painting (nu)|Impressionism|Standing bather
10766|Berthe Morisot|1884|genre painting|Impressionism|Young Girl with Doll
10767|Alexey Venetsianov|1829|portrait|Realism|Old Nurse in Shlychkov
10768|Martiros Saryan|1925|landscape|Expressionism|Mount Aragats
10769|Edgar Degas|1900|genre painting|Impressionism|Woman at Her Toilette
10770|Zinaida Serebriakova|1910|landscape|Impressionism|Window 
10771|Edouard Manet|1867|portrait|Realism|A matador
10772|David Cox|1853.0|landscape|Romanticism|The Challange 
10773|Egon Schiele|1912|nude painting (nu)|Expressionism|Woman with Blue Stockings
10774|Diego Velazquez|1619|religious painting|Baroque|Saint John at Patmos
10775|Lilla Cabot Perry|1909.0|genre painting|Impressionism|Mother and Baby (Alice Grew and Anita) 
10776|Edgar Degas|1893|landscape|Impressionism|Landscape
10777|Thomas Eakins|1887|portrait|Realism|Portrait of Walt Whitman
10778|John Constable|1816|landscape|Romanticism|Weymouth Bay with Jordan Hill
10779|Diego Velazquez|1639|portrait|Baroque|Portrait of Francesco I d'Este
10780|Felix Vallotton |1889|landscape|Post-Impressionism|The Coal Scuttles
10781|Egon Schiele|1910|portrait|Expressionism|Portrait of Karl Zakovsek
10782|Mikalojus Ciurlionis|1907|symbolic painting|Symbolism|Finale (Sonata of the Spring) 
10783|John Henry Twachtman|1900|landscape|Impressionism|Gloucester Harbor
10784|Tom Roberts|1889.0|landscape|Impressionism|Saplings 
10785|Eugene Boudin|1884|landscape|Impressionism|Le Havre. Sunset at Low Tide.
10786|Francesco Hayez|1817|mythological painting|Romanticism|Wall Decoration (detail)
10787|Vasily Polenov|1874|landscape|Realism|The mill on the source of the river Vel
10788|William Turner|1796|cityscape|Romanticism|Wolverhampton, Staffordshire
10789|Edouard Manet|1879|portrait|Impressionism|Woman with a gold pin
10790|Edouard Manet|1868|portrait|Realism|Theodore Duret 
10791|Diego Velazquez|1631|portrait|Baroque|Young Spanish gentleman
10792|Alfred Sisley|1875|landscape|Impressionism|Route to Versailles
10793|Nicholas Roerich|1946|landscape|Symbolism|Ganges (Cold ravine)
10794|Eugene Boudin|1855|genre painting|Realism|Fishermen by the Water
10795|Pierre-Auguste Renoir|1895|genre painting|Impressionism|Gabrielle, Jean and a Little Girl
10796|Maurice Prendergast|1897|genre painting|Impressionism|Ladies with Parasols
10797|John Henry Twachtman|1895|landscape|Impressionism|Flower Garden
10798|Mikalojus Ciurlionis|1908|landscape|Symbolism|Fugue
10799|Paul Gauguin|1888|still life|Post-Impressionism|Fruits
10800|Diego Velazquez|1620|religious painting|Baroque|Saint Paul
10801|John Singer Sargent|1903|cityscape|Impressionism|Ponte della Canonica
10802|Gustave Caillebotte|1878|landscape|Impressionism|Yerres, the Lawn in the Park, Seen from a Path
10803|Pierre-Auguste Renoir|1906|genre painting|Impressionism|The Promenade (Julienne Dubanc and Adrienne)
10804|Paul Cezanne|1866|landscape|Romanticism|The Lion and the Basin at Jas de Bouffan
10805|John William Waterhouse|1902|genre painting|Romanticism|The Crystal Ball
10806|Alexey Venetsianov|1839|genre painting|Realism|Communion of Dying
10807|Childe Hassam|1904|genre painting|Impressionism|The Hovel and the Skyscraper
10808|T. C. Steele|1883|religious painting|Impressionism|The Christ Child and the Infant St. John after Rubens
10809|Maurice Prendergast|1923|genre painting|Post-Impressionism|Cove with Figures
10810|Pierre-Auguste Renoir|1916|portrait|Impressionism|Portrait of a Boy (Jean Pascalis)
10811|Eugene Boudin|1892|landscape|Impressionism|Petit Port de Saint-Jean near Villefranche
10812|Amedeo Modigliani|1915|portrait|Expressionism|Portrait of Picasso
10813|Edgar Degas|1899|genre painting|Impressionism|Torso of a Dancer
10814|Amedeo Modigliani|1914|portrait|Expressionism|Madame Pompadour
10815|Lilla Cabot Perry|1925.0|landscape|Impressionism|A Peach Tree 
10816|William Bradford|1882.0|landscape|Romanticism|Arctic Invaders 
10817|John Everett Millais|1873.0|genre painting|Realism|Winter Fuel
10818|John Henry Twachtman|1902|landscape|Impressionism|Landscape
10819|Childe Hassam|1902|genre painting|Impressionism|Broadway and 42nd Street
10820|Childe Hassam|1910|cityscape|Impressionism|Brelevenez, Lannion, Cote du Nord, France
10821|John Singer Sargent|1876|genre painting|Impressionism|The Model 
10822|Edouard Manet|1872|portrait|Realism|Berthe Morisot with a Fan
10823|Henri de Toulouse-Lautrec|1881|genre painting|Impressionism|Cuirassier
10824|Edgar Degas|1898|nude painting (nu)|Impressionism|Woman Drying Herself
10825|Sir Lawrence Alma-Tadema|1861|genre painting|Romanticism|The Education of the Children of Clovis
10826|Marcel Duchamp|1968|nude painting (nu)|Expressionism|Selected Details after Cranach
10827|Pierre-Auguste Renoir|1873|genre painting|Impressionism|Young Woman in White Reading
10828|Konstantin Somov|1930|illustration|Art Nouveau (Modern)|Illustration to the novel Daphnis and Chloe 4
10829|Boris Kustodiev|1921.0|portrait|Realism|Portrait of D. Kardovsky
10830|Mary Cassatt|1891|portrait|Impressionism|Contemplation
10831|Orest Kiprensky|1813|portrait|Romanticism|Portrait of Alexei Nikolaevich Olenin
10832|Mary Cassatt|1883|portrait|Impressionism|Susan on a balcony holding a dog
10833|Charles M. Russell|1901.0|genre painting|Romanticism|Planning the Attack 
10834|Pierre-Auguste Renoir|1907|sketch and study|Impressionism|Study of a Statuette by Maillol
10835|Henri de Toulouse-Lautrec|1896|genre painting|Art Nouveau (Modern)|Woman Fastening a Corset them, Passing Conquest
10836|John William Waterhouse|1907|mythological painting|Romanticism|Jason and Medea
10837|Berthe Morisot|1882|genre painting|Impressionism|Little Girl Sitting on the Grass
10838|Gustave Loiseau|1920|landscape|Post-Impressionism|Beach at Fecamp
10839|Marcel Duchamp|1968|nude painting (nu)|Expressionism|Selected Details after Courbet
10840|Camille Corot|1833|cityscape|Realism|Soissons, Houses and Factory of Mr. Henry
10841|David Cox|1845.0|landscape|Romanticism|Wind, Rain and Sunshine
10842|William Turner|1806|genre painting|Romanticism|Windsor Castle from the Thames
10843|Gustave Courbet|1866|landscape|Realism|Deer Taking Shelter in Winter
10844|Camille Pissarro|1874|landscape|Impressionism|The street of Hermitage, Pontoise
10845|Francisco Goya|1823|portrait|Romanticism|Leocadia
10846|Kuzma Petrov-Vodkin|1927|sketch and study|Symbolism|Alyosha 
10847|Konstantin Bogaevsky|1908|landscape|Symbolism|Altars in the desert
10848|Karl Bryullov|1830|genre painting|Romanticism|A Merry Return
10849|Pierre-Auguste Renoir|1909|portrait|Impressionism|Young Girl in Blue (Head of a Blond Woman)
10850|Lovis Corinth|1901.0|portrait|Impressionism|Portrait of the Painter Fritz Rumpf
10851|Edgar Degas|1895|nude painting (nu)|Impressionism|After the Bath
10852|John Singer Sargent|1913|cityscape|Impressionism|Palazzo Labbia, Venice
10853|Edgar Degas|1899|genre painting|Impressionism|Dancers
10854|Mary Cassatt|1900|genre painting|Impressionism|Mother and Child
10855|Pablo Picasso|1901|portrait|Impressionism|Woman with feathered hat
10856|Giovanni Boldini|1901|portrait|Realism|Portrait of Lina Cavalieri
10857|Camille Pissarro|1895|landscape|Impressionism|The Bazincourt Steeple (study)
10858|Alfred Sisley|1877|landscape|Impressionism|The Rowers
10859|Paul Gauguin|1892|genre painting|Post-Impressionism|The morning
10860|Edgar Degas|1905|genre painting|Impressionism|Two Dancers on a Bench
10861|Pierre-Auguste Renoir|1913|nude painting (nu)|Impressionism|Seated Bather
10862|John Constable|1810|landscape|Romanticism|Willy Lot's House
10863|Amedeo Modigliani|1917|nude painting (nu)|Expressionism|Sleeping Nude with Arms Open (Red Nude)
10864|William Bradford|1870.0|landscape|Romanticism|Coast of Labrador 
10865|Edgar Degas|1882|genre painting|Impressionism|Young Women Resting in a Field
10866|Julian Alden Weir|1889|landscape|Impressionism|The Farmer's Lawn
10867|Pierre-Auguste Renoir|1869|portrait|Realism|Woman in a Lace Blouse
10868|Valentin Serov|1895.0|portrait|Realism|Portrait of an Unknown
10869|John Henry Twachtman|1884|landscape|Impressionism|French River Scene
10870|Thomas Eakins|1876|genre painting|Realism|The Chess Player
10871|Paul Gauguin|1897|landscape|Post-Impressionism|Tahitian landscape
10872|Edgar Degas|1873|genre painting|Impressionism|The Rehearsal
10873|Richard Gerstl|1908|portrait|Expressionism|Alexander von Zemlinsky
10874|Dante Gabriel Rossetti|1865|portrait|Romanticism|The Blue Bower
10875|Diego Velazquez|1644|portrait|Baroque|Philip IV, King of Spain
10876|Theodore Rousseau|1860|landscape|Realism|Glade of the Reine Blanche in the Fontainebleau Forest 
10877|Gustave Courbet|1862|nude painting (nu)|Realism|Sleeping Nude Woman
10878|William Merritt Chase|1888|nude painting (nu)|Impressionism|The Model
10879|Pierre-Auguste Renoir|1909|portrait|Impressionism|Young Woman Seated
10880|Pierre-Auguste Renoir|1895|portrait|Impressionism|Bust of a Young Girl
10881|Edgar Degas|1877|sketch and study|Impressionism|Dancers at the Barre (study)
10882|Boris Kustodiev|1905.0|genre painting|Realism|Playing the whist
10883|Boris Kustodiev|1904.0|portrait|Impressionism|Family Portrait
10884|Paul Cezanne|1880|landscape|Post-Impressionism|Pool and Lane of Chestnut Trees at Jas de Bouffan
10885|Camille Pissarro|1896|cityscape|Impressionism|The Pont Boieldieu, Rouen, Rain Effect
10886|Camille Corot|1873|landscape|Realism|Pastorale
10887|Mary Cassatt|1894|genre painting|Impressionism|Summertime
10888|Pierre-Auguste Renoir|1867|portrait|Impressionism|Frederic Bazille Painting The Heron (Frederic Bazille at his Easel)
10889|Georges Seurat|1885|genre painting|Post-Impressionism|Study with Figures. Study for 'La Grande Jatte'
10890|Sir Lawrence Alma-Tadema|1870|genre painting|Romanticism|A Roman Art Lover
10891|John Singer Sargent|1885|sketch and study|Impressionism|"Study of Polly Barnard for ""Carnation, Lily, Lily, Rose"""
10892|Thomas Cole|1846|landscape|Romanticism|A Rocky Glen (In the Shawangunks)
10893|Julian Alden Weir|1897|cityscape|Impressionism|The Factory Village
10894|Edgar Degas|1855|portrait|Realism|Portrait of Rene De Gas
10895|Lucian Freud|2003|nude painting (nu)|Expressionism|Naked Solicitor
10896|Peter Paul Rubens|1614|religious painting|Baroque|Descent from the Cross (outside left)
10897|Henri de Toulouse-Lautrec|1893|sketch and study|Post-Impressionism|Henri Gabriel Ibels
10898|Edgar Degas|1900|nude painting (nu)|Impressionism|After the Bath (Woman Drying Herself)
10899|Pierre-Auguste Renoir|1883|portrait|Impressionism|Bust of a Woman (Yellow Dress)
10900|Eugene Delacroix|1824|nude painting (nu)|Romanticism|Seated Nude, Mademoiselle Rose 
10901|Camille Corot|1855|portrait|Romanticism|Harvester with Sickle
10902|John Singer Sargent|1913|genre painting|Impressionism|Girl Fishing
10903|Odilon Redon|1907|design|Art Nouveau (Modern)|Decoration
10904|Pierre-Auguste Renoir|1894|portrait|Impressionism|Julie Manet
10905|Alexej von Jawlensky|1893|portrait|Impressionism|The old Jew
10906|Maurice Prendergast|1915|genre painting|Post-Impressionism|Central Park
10907|Paul Gauguin|1902|portrait|Post-Impressionism|Girl with a Fan
10908|John Singer Sargent|1885|portrait|Impressionism|Teresa Gosse
10909|Henry Ossawa Tanner|1920|genre painting|Impressionism|Fishermen's Devotions, Étaples 
10910|Pablo Picasso|1954|portrait|Expressionism|Portrait of Sylvette David
10911|Alfred Sisley|1880|landscape|Impressionism|Spring at Veneux
10912|Ivan Bilibin|1900.0|illustration|Art Nouveau (Modern)|Crane
10913|Tom Roberts|1899.0|cityscape|Impressionism|Ulverstone 
10914|Eugene Boudin|1884|landscape|Impressionism|Dutch Windmills
10915|Pierre-Auguste Renoir|1885|nude painting (nu)|Impressionism|Nude Arranging Her Hair
10916|Anthony van Dyck|1637|portrait|Baroque|Portrait of the Princes Palatine Charles Louis I and his Brother Robert
10917|Paul Cezanne|1890|genre painting|Post-Impressionism|Boy Resting
10918|William Turner|1833|landscape|Romanticism|Quillebeuf, at the Mouth of Seine
10919|Ferdinand Georg Waldmüller|1859|genre painting|Romanticism|After Confiscation 
10920|Thomas Cole|1828|religious painting|Romanticism|Expulsion from the Garden of Eden
10921|Paul Cezanne|1871|genre painting|Romanticism|Promenade
10922|Edgar Degas|1865|portrait|Impressionism|Estelle Musson Balfour
10923|Anders Zorn|1892|genre painting|Realism|A Toast in the Idun Society
10924|John Henry Twachtman|1902|landscape|Impressionism|Little Giant
10925|Alfred Sisley|1874|landscape|Impressionism|Molesey Weir at Hampton Court Morning
10926|Pierre-Auguste Renoir|1886|genre painting|Impressionism|Motherhood (Woman Breast Feeding Her Child)
10927|Edouard Manet|1874|genre painting|Impressionism|The Monet family in their garden at Argenteuil
10928|Maurice Prendergast|1893|cityscape|Impressionism|Paris Boulevard in the Rain
10929|Edgar Degas|1862|portrait|Impressionism|Little Girl Carrying Flowers in Her Apron
10930|Henri de Toulouse-Lautrec|1893|genre painting|Art Nouveau (Modern)|The Cartwheel
10931|John Singer Sargent|1886|portrait|Realism|Mrs. Cecil Wade
10932|Pierre-Auguste Renoir|1918|portrait|Impressionism|Lucienne
10933|John Singer Sargent|1907|genre painting|Impressionism|A Man Seated by a Stream
10934|Marcel Duchamp|1967|nude painting (nu)|Expressionism|The Bec Auer
10935|Theo van Rysselberghe|1887|landscape|Impressionism|The Dunes Zwin, Knokke
10936|Edgar Degas|1877|genre painting|Impressionism|Woman in a Café
10937|Ivan Aivazovsky|1855|landscape|Romanticism|The Daryal canyon
10938|Amedeo Modigliani|1919|portrait|Expressionism|Portrait of a Young Woman
10939|Boris Kustodiev|1921.0|illustration|Art Nouveau (Modern)|"Illustration for Nikolay Nekrasov poem ""Uncle Jacob"" "
10940|Berthe Morisot|1875|landscape|Impressionism|Landscape at Gennevilliers
10941|Berthe Morisot|1882|genre painting|Impressionism|Playing in the Sand
10942|Nikolay Bogdanov-Belsky|1920|portrait|Impressionism|Young Musician
10943|Jan Steen|1673|genre painting|Baroque|A Village Revel
10944|William Turner|1826|landscape|Romanticism|View from the Terrace of a Villa at Niton, Isle of Wight
10945|Gustave Courbet|1875|landscape|Realism|Woods in the Snow
10946|Gustave Caillebotte|1885|portrait|Impressionism|Portrait of Jules Dubois
10947|John Constable|1820|landscape|Romanticism|View of Salisbury 
10948|Camille Pissarro|1903|cityscape|Impressionism|Outer harbour of Le Havre
10949|Pablo Picasso|1901|portrait|Impressionism|Portrait of Bibi la Purée
10950|Pierre-Auguste Renoir|1876|portrait|Impressionism|Madame Chocquet Reading
10951|Pierre-Auguste Renoir|1884|portrait|Impressionism|Little Girl in a White Apron (Portrait of Lucie Berard)
10952|Edgar Degas|1898|portrait|Impressionism|Henri Rouart and His Son Alexis
10953|Maurice Prendergast|1901|genre painting|Post-Impressionism|The Balloon
10954|Charles M. Russell|1897.0|genre painting|Romanticism|Sioux Torturing a Blackfoot Brave 
10955|Diego Velazquez|1628|portrait|Baroque|Philip IV in Armor
10956|Lilla Cabot Perry|1907.0|portrait|Impressionism|Little Girl n a Lane, Giverny 
10957|Ilya Repin|1887.0|portrait|Realism|Portrait of pianist and professor of Saint Petersburg Conservatory Sophie Menter
10958|Konstantin Somov|1914|symbolic painting|Art Nouveau (Modern)|Magic Garden (Night Vision)
10959|Pierre-Auguste Renoir|1883|nude painting (nu)|Impressionism|Seated Bather
10960|Mikalojus Ciurlionis|1908|landscape|Symbolism|Prelude
10961|Paul Gauguin|1891|landscape|Post-Impressionism|Landscape with black pigs and a crouching Tahitian
10962|John Constable|1837|landscape|Romanticism|Scene on a River 2
10963|Theodore Rousseau|1834|landscape|Realism|Village in valley
10964|Theo van Rysselberghe|1883|genre painting|Impressionism|Figures near a Well in Morocco
10965|Pierre-Auguste Renoir|1892|portrait|Impressionism|Stephane Mallarme
10966|Edgar Degas|1893|nude painting (nu)|Impressionism|After the Bath
10967|Pierre-Auguste Renoir|1899|portrait|Impressionism|Young Girl in a Red Hat
10968|Victor Borisov-Musatov|1898|genre painting|Impressionism|Boy in the garden
10969|Konstantin Makovsky|1884|portrait|Romanticism|Portrait of V.Morozova
10970|Pierre-Auguste Renoir|1890|still life|Impressionism|Apples and Manderines
10971|James Tissot|1878|genre painting|Impressionism|In an English Garden
10972|Edgar Degas|1898|landscape|Impressionism|Landscape by the Sea
10973|Edgar Degas|1893|genre painting|Impressionism|Rest
10974|Anna Ostroumova-Lebedeva|1926.0|cityscape|Art Nouveau (Modern)|View on the Neva River and the Stock Exchange Building from the Trinity Bridge
10975|Mikalojus Ciurlionis|1905|symbolic painting|Symbolism|Night
10976|Maurice Prendergast|1907|genre painting|Post-Impressionism|In the Luxembourg Gardens
10977|Sir Lawrence Alma-Tadema|1865|genre painting|Romanticism|Catullus at Lesbia's
10978|Nikolai Ge|1868|landscape|Realism|Loading marble
10979|Edgar Degas|1901|genre painting|Impressionism|Dancers
10980|Maurice Prendergast|1899|genre painting|Post-Impressionism|The Lido, Venice
10981|Boris Kustodiev|1921.0|portrait|Realism|Portrait of F.F. Notgaft
10982|Diego Velazquez|1620|religious painting|Baroque|St. Paul
10983|Nikolai Ge|1858|landscape|Realism|Bridge in Viko
10984|Amedeo Modigliani|1915|portrait|Expressionism|Head of Red-haired Woman
10985|Camille Pissarro|1879|landscape|Impressionism|A Path in the Woods, Pontoise
10986|Maurice Prendergast|1915|genre painting|Post-Impressionism|Gloucester, Fishermen s Houses
10987|Kuzma Petrov-Vodkin|1921|portrait|Symbolism|Head of the boy-Uzbek 
10988|Edgar Degas|1889|sketch and study|Impressionism|Woman Brushing Her Hair
10989|Frans Hals|1650|portrait|Baroque|Portrait Of A Man
10990|Paul Klee|1923|portrait|Expressionism|The singer L as Fioridigli
10991|Mikalojus Ciurlionis|1903|symbolic painting|Symbolism|Funeral Symphony (V)
10992|Mikalojus Ciurlionis|1907|symbolic painting|Symbolism|Finale (Sonata of the Sun) 
10993|Anthony van Dyck|1620|portrait|Baroque|Portrait of Nicolaes van der Borght
10994|Camille Corot|1872|landscape|Realism|Waterfall on the Romagnes
10995|Berthe Morisot|1874|landscape|Impressionism|Harbor in the Port of Fecamp
10996|Alfred Sisley|1886|landscape|Impressionism|Edge of the Forest in Spring, Evening
10997|Egon Schiele|1912|genre painting|Expressionism|Cardinal and Nun (Caress)
10998|Eugene von Guerard|1867.0|landscape|Romanticism|Murray River, Moorundi 
10999|John Singer Sargent|1879|genre painting|Realism|Luxembourg Gardens at Twilight
11000|Valentin Serov|1908.0|portrait|Impressionism|Portrait of Alexander Lensky and Alexander Yuzhin
11001|Boris Kustodiev|1910.0|portrait|Realism|Portrait of V.N.Argutinsky-Dolgorukov
11002|Edgar Degas|1872|portrait|Impressionism|Woman Seated on a Canape
11003|David Cox|1829.0|landscape|Romanticism|Junction of the Severn and the Wye with a Rainbow 
11004|Paul Gauguin|1880|still life|Impressionism|Flowers and carpet (Pansies)
11005|Nicholas Roerich|1934|genre painting|Symbolism|Thoughts of fire
11006|Diego Velazquez|1637|portrait|Baroque|The Court Dwarf, Don Franciso Lezcano called 'El Nino de Vallecas'
11007|Mikalojus Ciurlionis|1907|landscape|Symbolism|Forest
11008|Raoul Dufy|1907|genre painting|Post-Impressionism|The Fishermen
11009|Gustave Caillebotte|1877|sketch and study|Impressionism|Paris, a Rainy Day 
11010|Theo van Rysselberghe|1888|cityscape|Impressionism|View of Meknes, Morocco
11011|Felix Vallotton |1925|portrait|Art Nouveau (Modern)|Stéphane Mallarmé
11012|Edgar Degas|1877|genre painting|Impressionism|Woman Putting on her Gloves
11013|Berthe Morisot|1892|genre painting|Impressionism|Girl with Dog
11014|Frans Hals|1660|portrait|Baroque|Herman Langelius
11015|Camille Corot|1860|genre painting|Realism|Mother and Child on the Beach
11016|Pierre-Auguste Renoir|1874|portrait|Impressionism|Portrait of a woman (Mme. Georges Hartmann)
11017|Paul Gauguin|1893|genre painting|Post-Impressionism|Mysterious Water
11018|Eugene Boudin|1893|landscape|Impressionism|Trouville. The Jettys Low Tide.
11019|Diego Velazquez|1640|portrait|Baroque|Portrait of a Little Girl
11020|Pierre-Auguste Renoir|1900|portrait|Impressionism|Bust of a Girl
11021|Amedeo Modigliani|1915|portrait|Expressionism|Woman's Head
11022|Albert Anker|1890.0|genre painting|Realism|The Crèche I
11023|William James Glackens|1910|genre painting|Impressionism|The Green Car
11024|Carl Larsson|1882|genre painting|Art Nouveau (Modern)|November
11025|Charles M. Russell|1888.0|genre painting|Romanticism|The Piegans Preparing to Steal Horses from the Crows 
11026|Henri de Toulouse-Lautrec|1899|genre painting|Post-Impressionism|Horsewoman and Dog
11027|Maurice Prendergast|1912|cityscape|Post-Impressionism|Rialto Bridge (also known as The Rialto Bridge, Venice)
11028|Mikalojus Ciurlionis|1903|symbolic painting|Symbolism|Funeral Symphony (III)
11029|Mikalojus Ciurlionis|1907|landscape|Symbolism|The sun
11030|Mikalojus Ciurlionis|1903|symbolic painting|Symbolism|Funeral Symphony (IV)
11031|Alfred Sisley|1876|cityscape|Impressionism|Sunset at Port Marly
11032|Edgar Degas|1880|genre painting|Impressionism|Mary Cassatt at the Louvre
11033|Alfred Sisley|1882|landscape|Impressionism|The Plain of Thomery and the Village of Champagne
11034|Camille Pissarro|1855|genre painting|Realism|Woman Carrying a Pitcher on Her Head
11035|Pierre-Auguste Renoir|1900|portrait|Impressionism|Gabrielle with a large hat
11036|Felix Vallotton |1898|portrait|Art Nouveau (Modern)|Portrait of French writer and poet Adolphe Retté 
11037|Francisco Goya|1793|genre painting|Romanticism|Picador Caught by the Bull
11038|James Tissot|1880|portrait|Realism|Type of Beauty: Portrait of Mrs. Kathleen Newton in a red dress and black bonnet
